"","if.bias","pi.bias","if2.bias","pi2.bias","delta"
"1",0.3705883394535,-0.111503653567994,0.185732669839489,-0.00174193968786157,4
"2",-0.275740525975485,-0.0754737081333514,-0.0190626625480885,0.0144189404014738,4
"3",0.227220883258556,-0.0870961929325161,0.178575759512878,-0.00363852485281993,4
"4",0.144276253454469,-0.087269834273121,-0.0719157838692647,0.00632325427032642,4
"5",0.857797207446509,-0.062570530862628,0.38617545381566,0.0222285188044522,4
"6",-0.137968987523095,-0.109727810006667,-0.219199561675185,-0.0284627747034653,4
"7",-0.778601749714835,-0.0828466293676415,-0.311163411238922,-0.00581884315345016,4
"8",1.37991771389853,-0.111703435094772,0.780767561178213,0.00407796023033398,4
"9",0.426479143693759,-0.124526378718154,0.274386277895127,-0.0108021087214741,4
"10",0.665029727631272,-0.0783876006669403,-0.0898979767596774,0.00944299482166218,4
"11",0.0397089057553898,-0.0847894333631185,0.175039069728588,-0.000102393581281016,4
"12",-0.340422865123601,-0.0663401590512255,-0.169693498579372,0.00412261170153582,4
"13",-0.110965491609205,-0.0715432654618859,0.0535412960959618,0.0126673908025111,4
"14",0.0431361269591619,-0.0723385519196865,0.0128377571060069,-0.0375960834803263,4
"15",0.315128674766532,-0.0792140201267265,0.126185620809112,-0.00108075523731174,4
"16",0.323699834322532,-0.113052290606571,0.288065871520176,-0.00460818787089818,4
"17",-0.291681179148919,-0.0859483592740191,-0.0784068493600701,0.0273168596738173,4
"18",-0.271828945904533,-0.108595525472832,-0.139069075003909,0.0132408406494776,4
"19",-0.147279362975665,-0.0966340060821317,-0.082638029096094,-0.0175728447431185,4
"20",-0.0418352831343223,-0.104098727450125,-0.110702736008032,0.0140505856654836,4
"21",0.0432308294244459,-0.0859350783930474,-0.185799251852643,-0.0149049772410687,4
"22",0.455559177877695,-0.0806066644840371,0.062260432763582,0.013769440633161,4
"23",0.0440941778934661,-0.139257872266192,-0.0469958859770468,-0.0185335511883086,4
"24",-0.0341917622723394,-0.076078324760644,-0.0658462762667741,0.00669587017066732,4
"25",0.417452273448605,-0.0857263417794953,0.11837037041696,-0.00257253271703994,4
"26",-1.41219780650061,-0.0640733148270927,-0.696577096708419,-0.000361471891775825,4
"27",0.0450143088801878,-0.0920273218612163,0.0144085584084174,0.0151238605287716,4
