"","if.bias","pi.bias","if2.bias","pi2.bias","delta"
"1",-0.03182949474178,-0.00226679496195289,-0.076699377535018,-0.0125963395645725,1
"2",-0.0545675564444248,-0.0194716335248369,-0.00142014700719864,0.033313340663082,1
"3",-0.0450811923522545,-0.122431450421846,0.0290265117578672,-0.0262419117107514,1
"4",0.00111589979859822,-0.115611753632452,0.0680678650612285,-0.023022860186047,1
"5",-0.0568972027081367,-0.0112058528295088,-0.0712157280432909,-0.0341670013878944,1
"6",-0.140492102443513,-0.0066067475727532,-0.0979665384557569,0.0121581615518244,1
"7",0.143395626714839,0.0255229260259325,0.140750587335321,0.0637137331705303,1
"8",-0.0372382715157756,-0.0448194679176868,-0.0693829332405572,-0.0326094305972765,1
"9",0.0811966162496021,-0.00638443502743916,0.0673597526428336,-0.0175108869368071,1
"10",-0.0620486842539714,-0.0940334614568179,-0.0419587018617011,-0.0391716221473891,1
"11",-0.0743341016846529,-0.0562977218029807,-0.0730126928549371,-0.0378676417574124,1
"12",0.0256270942411463,-0.0132908583300143,0.099377077686149,0.0756919819010005,1
"13",-0.0373330881196298,-0.000591692333204746,-0.0876201783965968,0.0238339271962561,1
"14",-0.0616980287700122,-0.0855924600722857,-0.095428742367442,-0.0488642568814595,1
"15",-0.0579191484803652,-0.0533939003964068,-0.0174275059279187,0.0154234638346877,1
"16",-0.158014448762853,-0.0782534060920961,-0.111793291204702,-0.0313902538468759,1
"17",-0.0540250635316077,-0.00490919235892628,-0.035418177655693,-0.000863312748670214,1
"18",-0.090659653805394,0.0142159447433347,-0.122430660015439,-0.0184732019487815,1
"19",-0.146498103351432,-0.0749516987662189,-0.114265346214958,-0.0209440165319249,1
"20",-0.169258155741153,-0.0727688482940239,-0.164354640856004,-0.0317586786555321,1
"21",0.172914432368591,-0.0180788975590101,0.0731457871979326,-0.000328622535611053,1
"22",0.163512415023314,-0.0377326765546751,0.184964929774155,0.0389835116368893,1
"23",-0.0796207242932714,-0.0601199813660967,-0.0653378235511736,-0.0203698635007322,1
"24",0.0193146090773521,0.0375214683380484,0.00877646415583089,0.0378054793871378,1
