"true.eff","delta","IF","PI","IF.sd","PI.sd"
2,2,2.03697378069027,2.02588362826162,0.0260583347936311,0.06148476935792
2,2,1.9907537513851,2.0043365161687,0.026481299765675,0.0627869121545062
2,2,1.93801232707196,1.96123930971243,0.0256413356914346,0.0581725807822099
2,2,2.04155652230285,2.03657132618217,0.0269748433225168,0.0613061196976963
2,2,2.09179004451995,2.08777309748758,0.028539471374129,0.0615037989432799
2,2,2.04788004003484,2.01046553173117,0.0257589324432446,0.0611054534367797
2,2,2.03655694812732,2.07798663789631,0.0276668187469512,0.0606291700886668
2,2,2.00827545655688,2.00945304293367,0.0255154293018756,0.0616289740592419
2,2,2.1679933017097,2.12135892046167,0.0280099700638022,0.0650960572417354
2,2,1.95723377842854,1.95537370747722,0.0272603489534438,0.0593393043228664
2,2,2.05337118131729,2.04865185483318,0.0265492174599557,0.0635539761244586
2,2,2.01640257164528,2.0249302116687,0.0264350203382122,0.0611523100220785
2,2,2.03394709454272,2.04166542654407,0.0264884900782619,0.0611876712291795
2,2,2.00526574599342,2.00632962679374,0.0275862995555452,0.059349118892278
2,2,2.04954410642858,2.05422740999502,0.026436174863036,0.0624718207993643
2,2,2.08255233540941,2.10780988443703,0.0272337541716786,0.0636013927372247
2,2,2.11354011920378,2.11335779877451,0.027376265490989,0.062682939740018
2,2,2.03283743737761,2.03408323881867,0.0278830660401053,0.0616018400536263
2,2,2.01111411053297,2.01420080713165,0.0279301490410922,0.0622095618813248
2,2,2.1567564555361,2.11042202086818,0.027419477351957,0.0618253203763922
2,2,2.06729097688374,2.00782858081811,0.0270667914960238,0.0610072538844377
2,2,1.96620015357613,2.01330862466475,0.0265362558533921,0.0625205481884826
2,2,2.00924075512638,2.03383244292592,0.0273070920762189,0.0626002555786252
2,2,2.12200781085135,2.10952657922116,0.0274422736148368,0.0637591607369699
2,2,2.07412624249835,2.05267471488129,0.0265763234657697,0.0640930686213695
2,2,2.00268940797458,1.96011319986664,0.026804436390748,0.0616829871548461
2,2,2.02985769925062,1.98497366746054,0.0273893756919597,0.0603623315524281
2,2,1.95093655212642,2.00662024609806,0.0266810785143883,0.0604101836886329
2,2,1.96569241358961,1.93635093108325,0.0255876456782515,0.0597617310310115
2,2,2.07263569378441,2.03577612861169,0.0262649665095084,0.0630306180818457
2,2,2.04291807567945,2.04530128756673,0.0274499215673666,0.0629068485972388
2,2,2.03079502402262,2.07518053899686,0.0271881772273415,0.0626469599417615
2,2,1.96512390499334,2.01591024607882,0.0265575473860353,0.0608122979852211
2,2,2.07243587440229,2.05773856280731,0.0272420660057005,0.0624141356578823
2,2,2.05553153066658,2.0515023157369,0.0274370677484121,0.0616429841459293
2,2,2.0488126501404,2.04518845889968,0.0264707056292678,0.0628830157972737
2,2,2.00302412645948,1.96991346115727,0.026337132542298,0.0608697263070419
2,2,2.03543672198362,1.93802267140234,0.027365948190368,0.0622555645290465
2,2,2.02511608335489,2.01657911871305,0.0269040147778608,0.0619860962533163
2,2,1.99275005301427,2.03256509484853,0.0261452480147007,0.0620896332828547
2,2,2.01419783386631,2.04728770979668,0.0272097114402059,0.060410360436176
2,2,1.93900941687242,1.95326232200782,0.0264243006196574,0.0594359307684246
2,2,2.00955621233513,2.01803150201776,0.0263034656181308,0.0617644312674719
2,2,1.96699771059546,2.01531182364782,0.0271377788215428,0.060415298546154
2,2,2.02284143764757,1.99224375480192,0.0267913946439045,0.0593292628629174
2,2,1.9831473815161,1.97371222855294,0.0265883835836881,0.0624086527713581
2,2,2.1075344598145,2.05975542685098,0.026882643731145,0.0606003633284849
2,2,2.03059479913024,2.03231295753396,0.0263623761907384,0.0620069360649378
2,2,2.02369450067733,2.02155144572778,0.0261229128406892,0.0606781948500057
2,2,1.97330464861113,1.96647861005616,0.0264196825743794,0.0604162276214488
2,2,1.97591881876672,1.98187221458468,0.0262402507627001,0.0605974893497063
2,2,1.98319398322723,1.98717999916877,0.0275085210841307,0.0603784021084395
2,2,1.97369808111756,1.9989870403952,0.0261646511470727,0.0600069195212068
2,2,2.13257981405776,2.15671247597131,0.0273989440333243,0.063906667517786
2,2,1.95513544916595,2.01469017541051,0.0256812396950448,0.0611877892763266
2,2,1.99472283059558,1.97680080260985,0.0279596251122499,0.0603327837935934
2,2,2.0654687801491,2.12203460075616,0.0254644626528796,0.063225573767174
2,2,2.03151818077527,1.99791079738321,0.0282994213344058,0.0632551933184999
2,2,2.07674138370416,2.07446764841314,0.0277400041282598,0.0604485511435583
2,2,2.06155938230974,2.06294958879589,0.0267567117812636,0.0618064436870004
2,2,2.06426747334043,2.02863058572733,0.0264516826298337,0.0598513588530375
2,2,1.9850209267301,1.97837092123875,0.0269309948233278,0.0616834872487935
2,2,1.9748273058316,1.99995399148605,0.0265526330765608,0.0598253637354773
2,2,2.00985114715283,2.00752834868529,0.0272026250379086,0.0617386991158551
2,2,1.93302639135967,1.96838651236233,0.0274729558428898,0.0622403581151683
2,2,1.95982235962745,2.01115198842481,0.0261008902201357,0.0620197136568736
2,2,2.02260525539434,2.01564791336287,0.0276807959339938,0.0598595226840469
2,2,1.97316453106782,2.00604031278309,0.0264170109869945,0.0593077457669283
2,2,2.00917512657461,2.01366900944532,0.0273759591469508,0.0629488506499202
2,2,1.89098463396972,1.93910894965884,0.026912228115066,0.0616331078106262
2,2,2.05417758863741,2.0465522155182,0.0274202769069416,0.0592769128525986
2,2,1.96569746830848,1.97393645054142,0.0269024648061536,0.0593592742202948
2,2,2.09996975355613,2.1482479153791,0.0267245210817141,0.0625966988224849
2,3,1.92668477836392,1.97852809114473,0.0264924699489274,0.0586311542433688
2,3,2.10370348153032,2.10577766601819,0.0257898903349042,0.0611687081534916
2,3,2.165255873879,2.18846172577112,0.0276454516161311,0.0594942770570349
2,3,2.11832881316228,2.10590613245074,0.0269099159829914,0.0598566281701981
2,3,1.97438322987285,1.99435337303402,0.0258977252237601,0.0586157049995364
2,3,1.99924840643955,2.03588411328688,0.0256529972523901,0.0570167505714009
2,3,2.0601334735984,2.06952946393847,0.0263649933778209,0.0587801453197718
2,3,2.14545217646353,2.13746480679603,0.0273889519447891,0.0592009306907366
2,3,2.06642592342704,2.07604112308217,0.0267280295281705,0.0585441236643954
2,3,2.08146271244086,2.0665564545604,0.026590571133584,0.0561279835730784
2,3,2.16056104069042,2.14863919365743,0.026731772292365,0.0604733891440155
2,3,2.02671859541393,1.98078679724691,0.0269659069947191,0.0563164247593684
2,3,2.07380529742282,2.10150010596479,0.0267319954058365,0.0582551095164441
2,3,2.02199849218971,2.01348729535809,0.0262105844702131,0.0587480028863989
2,3,2.08672985733892,2.0953680228963,0.0265756907246535,0.0600974308086515
2,3,2.14319119031452,2.13103130347856,0.0265229770801896,0.0597107130506795
2,3,1.97954132184473,2.01418196249261,0.0247963708750119,0.0565418662408525
2,3,1.91956596995549,1.94206919546659,0.0266323957474587,0.0581467624113281
2,3,1.89642857372819,1.9227683524757,0.0249281900742826,0.0576679477680472
2,3,2.08117648142902,1.98412950825775,0.0266215653879398,0.0576537392563263
2,3,1.99698428815619,2.04297048802852,0.0259264905905168,0.0565890007829166
2,3,2.03746441050212,2.01884108210164,0.0251066591884361,0.0583458545524239
2,3,1.94088083806176,1.97857547557415,0.0257988463334416,0.058364856018031
2,3,1.88093319048812,1.92762752936966,0.0263785588189541,0.0558914297301201
2,3,2.14765529011518,2.12689666692872,0.02547481528219,0.0589735624924611
2,3,2.19324421874466,2.22348883303154,0.0274903588432942,0.0633937529199327
2,3,2.09388044338072,2.10863320169455,0.0265857815881215,0.0589132060218386
2,3,1.95262243369092,1.9775727814427,0.0263705556966122,0.0604222659034939
2,3,2.05442405585637,2.07035112734435,0.0261321055674546,0.0584209766034578
2,3,1.94822204883011,1.95393502759578,0.0249076468008512,0.0572412184956814
2,3,2.03759371428375,2.01688879479204,0.0264200506381313,0.0576907475653255
2,3,2.00582243171301,1.98860690061284,0.0265380447190763,0.0576202337809558
2,3,2.13529646058132,2.13307332881929,0.0258823182112997,0.0608069157291261
2,3,2.12455145245509,2.12783496620949,0.0264972648507742,0.0591170539376504
2,3,1.9256665301372,1.89984705395623,0.0262020300477554,0.055709325777194
2,3,1.95118460782884,1.96617512241376,0.0252991245061415,0.0582349468554434
2,3,2.01304575107639,2.00468216018799,0.0267418060484195,0.0596010500850536
2,3,1.97849839683796,1.94926649530227,0.0267830085367137,0.0577230288064334
2,3,1.9427591177743,1.9319133235119,0.0258683155605292,0.0567463400830693
2,3,2.05419063027815,2.03677961702844,0.0252912434730215,0.0579599347496601
2,3,2.13248707560842,2.10697437615928,0.0274280498026752,0.0631022303834063
2,3,1.94590834306518,1.9542964311077,0.0260608329787768,0.0583296681792606
2,3,2.003102625274,1.95859738818404,0.0256559920472722,0.0578010474188634
2,3,1.96273746122486,1.95062305360646,0.0258948968591359,0.0558921504870982
2,3,2.02671812960581,2.01129688810347,0.0254806185046036,0.0571738304130868
2,3,2.0129821057833,2.01100388112948,0.0269374802548134,0.059883144365231
2,3,2.04754372479457,2.04685093241247,0.0260059051118752,0.0592010161083786
2,3,1.98871343988028,2.00925044776465,0.0255510522596364,0.0578595635967474
2,3,2.04461202461608,2.0323664082816,0.0272412365162253,0.0593475647093272
2,3,2.04603753553503,2.09689222107571,0.0249480088958159,0.0586954045709518
2,3,2.11362341966437,2.09206798168993,0.0262614615426469,0.0586734553156622
2,3,2.10458545456713,2.05718251658749,0.027304913758619,0.0571322779106877
2,3,1.95524414120862,1.98290321170143,0.0249783608595891,0.0573797347892321
2,3,2.02721791046563,2.01028095472884,0.0263331054435489,0.0604657200777466
2,3,2.06663033602798,2.00886640639539,0.0256954053278575,0.0592932478502269
2,3,2.05019770240676,2.03980987322173,0.025915662081154,0.058782106802101
2,3,2.01812103006974,1.99245637201647,0.0252305160429908,0.0578653674892653
2,3,1.98060749222133,1.9717219245115,0.0272865677062786,0.055264353684613
2,3,2.04776453393421,2.04439584456355,0.0252915020554107,0.0592115233436505
2,3,2.00887357384613,2.0434497178586,0.0268772955290822,0.0575095949968836
2,3,2.0153581783387,1.99497069214767,0.0256059877171868,0.0580205418065529
2,3,1.95806193804096,1.97232766564873,0.0252178335592851,0.0572273139686329
2,3,2.00417693749758,1.97075897510574,0.0257702952585742,0.0560867331932266
2,3,2.03393909322903,2.04344802200244,0.0252284596623745,0.0583271782425379
2,3,1.89337808141324,1.88082325989679,0.0252609539583796,0.0555690011457375
2,3,2.05123965313977,2.10200133577966,0.0268791787430379,0.0598688076851343
2,3,1.93184353261278,1.9418834830574,0.025659983125712,0.0586896683515141
2,3,2.01554930375629,1.98372740102241,0.0268201499242958,0.0559548295343603
2,3,1.98992416034542,1.97692461780981,0.026467009890394,0.0574288606972972
2,3,2.06201953763954,2.05022629653915,0.0252506384811203,0.0582479024915195
2,3,2.08197361246518,2.08191632774909,0.0268396429068872,0.0588504817550677
2,3,2.13976716820065,2.17229832003018,0.0249594093142027,0.0612176866765667
2,3,2.0290525517468,2.02203130424012,0.0257057645777711,0.0580943472062219
2,3,2.09498839812608,2.1205177998318,0.0260695442865856,0.0591574978616343
2,3,2.03205888900943,2.05669846727817,0.0276794292317286,0.0569011627929873
2,3,1.9400787541612,1.91029110073737,0.024801597289568,0.0567835334575425
2,3,2.0073059162697,2.04226445381843,0.0264796251928049,0.0573748940948448
2,3,2.08147684668474,2.08874071529444,0.0269241296635526,0.060106284942666
2,3,2.12631795193878,2.06866115707696,0.0274034751756808,0.0586469537754115
2,3,2.06919921431113,2.02580076064849,0.0277310204403633,0.0576958349377344
2,3,1.95958959887392,1.96715978153564,0.0256186439144521,0.0589697888699621
2,3,2.05920385030031,2.04403638816501,0.0261718694492964,0.0579839044819372
2,3,2.06510621348787,2.05397144067973,0.026352524413365,0.0600599748062896
2,3,1.98037947186454,1.92437051668292,0.025023150040079,0.0562311406030254
2,3,2.0431064956747,2.02921033867835,0.0271783733530984,0.0585509026111077
2,3,1.98230836606207,1.97281158787014,0.025467170198998,0.0564822310075094
2,3,1.92927980051811,1.92220619973666,0.0245813156653835,0.0556288314948014
2,3,1.98869126025636,1.98673105808078,0.0263121395274566,0.0567285616424271
2,3,2.06740417281185,2.09289695496713,0.027892236024929,0.0603655853309392
2,3,2.16337630202218,2.14661003830089,0.0279495842313239,0.0609174809870051
2,3,1.97497664364301,1.95018606507794,0.0262281486039007,0.0557344232297623
2,3,2.13697025002483,2.16594705740825,0.0263074399827599,0.0609786584930437
2,3,1.92954768029983,1.88651467357326,0.0264513539445763,0.0581317336857764
2,3,2.00935162838129,2.01664692054762,0.0254230262892537,0.057489962693064
2,3,1.93749004085862,1.92643131971812,0.0266445905401974,0.0558656332019174
2,3,1.98909992526552,1.99640682789126,0.0250010869665473,0.05663672570402
2,3,1.98630407235391,2.008986074071,0.0246555892497255,0.057380578731341
2,3,1.97830468002409,2.03711648419105,0.0268968034251279,0.0601170399489156
2,3,2.04781898780919,2.04823168595636,0.0264571226028189,0.0587786105883432
2,3,2.03051292758288,2.01836028887094,0.0270628948244547,0.0579788341200233
2,4,2.00444158673244,2.05925734338479,0.0266472835903667,0.0584217918840751
2,4,2.2238038535929,2.20315593867056,0.0279220657736044,0.0598246230612635
2,4,2.01221415617884,2.02367090207937,0.0276038128567207,0.0546766198180785
2,4,1.92972912847539,1.90160384012945,0.0273167031465212,0.0552040654153261
2,4,1.92623164131548,1.95121978947421,0.0255958922371249,0.0569857364109706
2,4,2.10380428612483,2.13732252523515,0.0280709233153853,0.0579244199955841
2,4,2.00743579349023,2.04898582841582,0.0261568615312221,0.0562772454894942
2,4,1.83922286278835,1.84271652172144,0.0263339126023742,0.0553865185104437
2,4,2.07864207320548,2.0793844036839,0.0288566297185675,0.0558174891455871
2,4,1.93013700755026,1.9549801853087,0.0280227991181839,0.0560714293601155
2,4,2.04332538589111,2.0681054672524,0.0258223555966354,0.0563650857954658
2,4,2.01045536122239,1.97348406544869,0.0257546745569577,0.0539274178583907
2,4,1.93321225580652,1.93411846781548,0.0267457395434642,0.0540569547854873
2,4,1.72604592919737,1.74864548119663,0.0259661049671433,0.0552431813105422
2,4,2.14579021381204,2.14597412054677,0.0274120701028485,0.0594345468538543
2,4,2.16349488893091,2.15247175159098,0.0272264624076291,0.057474952483062
2,4,1.99954980400575,2.03477695925032,0.0267284007789477,0.0558546260542837
2,4,2.1904917435127,2.2390737835546,0.0277311792827076,0.0599601292452598
2,4,1.97277023690776,1.99426280702078,0.0266886608343347,0.0558386739940919
2,4,2.05181432461214,2.09314965149963,0.0275548363020004,0.0596212339134816
2,4,1.97064467561009,2.00942474984667,0.0263587871428161,0.0558075050151652
2,4,1.92870294570985,1.94394295276188,0.0267823896907524,0.0546541069974877
2,4,1.92355967901485,1.92689983557909,0.0266403520697375,0.055495110823164
2,4,2.07772529049618,2.11128263570387,0.0282096998335749,0.0581842691833815
2,4,2.04382991330376,2.05368237704511,0.0275411299136656,0.0577900645580635
2,4,2.03391097597656,2.0181316308171,0.0265364478686561,0.0556442061384041
2,4,2.09739597685701,2.10829224707507,0.0282302142944947,0.0567999677297468
2,4,1.84101849088129,1.84001941144572,0.0261388861909162,0.0538742941012811
2,4,2.04769588511336,1.967969835315,0.0281328950923282,0.0548645115577936
2,4,1.966954731423,1.98669438264512,0.0259764096931109,0.0557105294522695
2,4,1.96918892258313,2.00949251254541,0.0293100851533907,0.0550843409274138
2,4,2.15002040427017,2.1128915031731,0.0267120426476944,0.0592832782035187
2,4,1.95050473318201,1.84689029188044,0.0272327675030438,0.0543767257706301
2,4,2.05381412882015,2.08226277939264,0.0266574381426203,0.0583544346494332
2,4,2.10238615476605,2.0595701313834,0.0258103538792079,0.056761510672977
2,4,2.0335344257037,2.01999729447824,0.027431544328124,0.0576694563025895
2,4,2.0042724067184,1.96715938515504,0.0279587191423379,0.0553247954165997
2,4,1.99149969811224,1.99138103320278,0.0255294378305783,0.0548583203895459
2,4,2.06744089637537,2.06254196595044,0.027927986328146,0.0577064806026099
2,4,1.84043391615746,1.86624840260292,0.0264353669324302,0.0543988796302274
2,4,2.00870946543086,1.97119969187673,0.026418260016124,0.0562339758025175
2,4,2.06641805595017,2.05411927792577,0.0271178918231562,0.0545390694013756
2,4,1.98620883919472,1.98325993945058,0.0285440069083859,0.0545856369348179
2,4,2.19714278738772,2.22156755450684,0.0279562921856962,0.0582611272898736
2,4,1.99006191837314,1.9984382612113,0.027667623849131,0.0584867957992414
2,4,1.89002946715337,1.94262499089235,0.0257850711027983,0.0548197719429309
2,4,1.99366292076636,2.06017147875477,0.0262157307573152,0.0556542430477448
2,4,2.04224980243614,2.04617249523681,0.0265171890417352,0.0556440155256801
2,4,1.94806993536673,1.94320946670841,0.0246626053142144,0.0551229395243678
2,4,2.00207972682262,2.04369937677377,0.028806148760134,0.0569234468037911
2,4,2.04613581680786,1.98422644771132,0.02629383381204,0.0567157371331012
2,4,2.07303503379411,2.02307784753642,0.0259698936565676,0.0573786216604807
2,4,2.12287391702874,2.12710081866694,0.0279813484396867,0.0585612047509133
2,4,1.96206881775466,1.96691045976036,0.0271206794175086,0.0557101850706293
2,4,1.97801548374508,1.98491971212559,0.0270813955672275,0.0569079493535593
2,4,1.91256076649843,1.90632274319997,0.026193065597434,0.0556954603160088
2,4,2.0429681798724,2.00736742067192,0.0271614219621928,0.0553706332717812
2,4,1.93764528127102,1.93875428746404,0.0283260384867461,0.0569130929861316
2,4,1.94127809833181,2.00138762896314,0.0267098038112739,0.0556688647047804
2,4,2.00301970031308,1.98344041136177,0.0265483627621196,0.0560509113034496
2,4,1.85611417699283,1.84794612536896,0.0275013031461194,0.0549147942708509
2,4,2.1235958147729,2.11410742038006,0.0273548098074544,0.0590751984118185
2,4,2.05722680588325,2.01022647924622,0.0259708578335229,0.0543603234280129
2,4,1.93512411234542,1.87185405861064,0.0291740603749616,0.0551972225107413
2,4,1.9519968399527,1.95501685828876,0.0254973557998303,0.0566437176213982
2,4,2.01556400257021,2.00066202380066,0.0269217318142171,0.0553119898524761
2,4,2.02707821470931,2.05481545998603,0.0258277009083498,0.0582339685588504
2,4,1.99242799658908,1.95885319708871,0.0270925102158186,0.0579696417794025
